Round,Sim Time [s],Loss,Accuracy,prog [%]
1,14,1.0695656964302063,0.17616802400342907,46.67
2,74,2.2328958438515665,0.22142214221422143,100.0
3,133,1.9606805235505105,0.29712971297129714,100.0
4,193,1.8582913337342442,0.33083308330833083,100.0
5,253,1.7712277219429613,0.35833583358335835,100.0
6,313,1.6952974684804678,0.3856385638563856,100.0
7,373,1.6315618695802987,0.40824082408240825,100.0
8,433,1.5803228064648807,0.42524252425242526,100.0
9,493,1.5377234025724231,0.44534453445344535,100.0
10,553,1.500022917471174,0.46094609460946095,100.0
11,613,1.466621676832717,0.47624762476247623,100.0
12,673,1.4370113358434289,0.48724872487248727,100.0
13,732,1.3595661234955303,0.4988619904821022,96.67
14,792,1.3818202229596674,0.5054505450545055,100.0
15,852,1.3581125306228177,0.5156515651565157,100.0
16,912,1.3360780003627297,0.521952195219522,100.0
17,972,1.3149518785896128,0.5294529452945295,100.0
18,1032,1.2966769424322062,0.5367536753675367,100.0
19,1092,1.2783835598121165,0.5447544754475447,100.0
20,1152,1.2621745430488371,0.551055105510551,100.0
21,1212,1.2470865675453562,0.5562556255625563,100.0
22,1272,1.2315239699930303,0.5633563356335634,100.0
23,1332,1.2180706956763285,0.570957095709571,100.0
24,1391,1.2057340764456952,0.5767576757675767,100.0
25,1451,1.1928806950509665,0.5822582258225822,100.0
26,1511,1.181104116069415,0.5868586858685868,100.0
27,1571,1.1695886716285022,0.5886588658865887,100.0
28,1631,1.1602047772787365,0.5932593259325932,100.0
29,1691,1.1511075664477044,0.5938593859385939,100.0
30,1751,1.1411847609089425,0.5988598859885989,100.0
31,1811,1.1329199704091735,0.6005600560056006,100.0
32,1871,1.1246707334229664,0.604960496049605,100.0
33,1931,1.1177443711009487,0.6065606560656066,100.0
34,1990,1.069408004104317,0.6136974963790606,96.67
35,2050,1.1036036262418405,0.6106610661066106,100.0
36,2110,1.098137192626804,0.6147614761476148,100.0
37,2170,1.0923439450899808,0.6176617661766176,100.0
38,2230,1.088425526845413,0.6172617261726172,100.0
39,2290,1.0843908973185026,0.6207620762076208,100.0
40,2350,1.0801412405449111,0.6236623662366236,100.0
41,2410,1.0757384118035995,0.6254625462546255,100.0
42,2470,1.071649003135733,0.6267626762676267,100.0
43,2530,1.068008162815967,0.6294629462946295,100.0
44,2590,1.0658808186598192,0.6291629162916291,100.0
45,2649,1.0621183831971441,0.6310631063106311,100.0
46,2709,1.060592070475058,0.6345634563456346,100.0
47,2769,1.0568496885151504,0.6336633663366337,100.0
48,2829,1.0552222964883475,0.6363636363636364,100.0
49,2889,1.0530064929536445,0.6368636863686369,100.0
50,2949,1.050541674544487,0.6382638263826382,100.0
51,3009,1.0489467570810382,0.6381638163816382,100.0
52,3069,1.0479919597716962,0.6384638463846385,100.0
53,3129,1.0462031845634165,0.6387638763876388,100.0
54,3189,1.046000151923898,0.63996399639964,100.0
55,3249,1.0441897260011683,0.6420642064206421,100.0
56,3308,1.0439007997162086,0.6425642564256425,100.0
57,3368,1.0425865814149544,0.6438643864386439,100.0
58,3428,1.042133718954433,0.6434643464346435,100.0
59,3488,1.0410087638279941,0.6428642864286429,100.0
60,3548,1.0415705879019106,0.6449644964496449,100.0
61,3608,1.0417699675867078,0.6440644064406441,100.0
62,3668,1.0413670774839021,0.6440644064406441,100.0
63,3728,1.0410035698979978,0.6451645164516452,100.0
64,3788,1.0426419713396573,0.6467646764676468,100.0
65,3848,1.0413501058542805,0.6472647264726472,100.0
66,3907,1.0020900708466924,0.6499068901303539,96.67
67,3967,1.0442469455396608,0.6466646664666467,100.0
68,4027,1.0457614585438364,0.6477647764776477,100.0
69,4087,1.0465987136458448,0.6493649364936493,100.0
70,4147,1.0472758851516617,0.648964896489649,100.0
71,4207,1.0491578934104804,0.6487648764876488,100.0
72,4267,1.0499162673471116,0.6497649764976497,100.0
73,4327,1.0518441088170067,0.6478647864786479,100.0
74,4387,1.0539955679260153,0.6491649164916492,100.0
75,4447,1.0552950656011164,0.6491649164916492,100.0
76,4507,1.0575303937843932,0.6484648464846484,100.0
77,4566,1.0583280515830886,0.6481648164816481,100.0
78,4626,1.0622798686313655,0.6483648364836484,100.0
79,4686,1.065120809455006,0.6476647664766476,100.0
80,4746,1.0689389894783845,0.647964796479648,100.0
81,4806,1.071094653117069,0.6495649564956496,100.0
82,4866,1.071536741644656,0.6472647264726472,100.0
83,4926,1.0776984886731873,0.6504650465046504,100.0
84,4986,1.078868541275562,0.6462646264626463,100.0
85,5046,1.0834247261886805,0.6462646264626463,100.0
86,5106,1.08664741967697,0.6477647764776477,100.0
87,5165,1.0479523573029905,0.6464928615766604,96.67
88,5225,1.0939338971184158,0.6478647864786479,100.0
89,5285,1.0991870248662095,0.6455645564556456,100.0
90,5345,1.1040450550299992,0.6464646464646465,100.0
91,5405,1.1066994896335052,0.6452645264526453,100.0
92,5465,1.112225453351603,0.6446644664466447,100.0
93,5525,1.1163886819262328,0.6444644464446445,100.0
94,5585,1.1225684498211834,0.6462646264626463,100.0
95,5645,1.1250955224719295,0.6444644464446445,100.0
96,5705,1.132687833654501,0.6458645864586459,100.0
97,5765,1.1374285576127192,0.6427642764276428,100.0
98,5824,1.1437783573773879,0.6440644064406441,100.0
99,5884,1.1473538513615018,0.6462646264626463,100.0
