Round,Sim Time [s],Loss,Accuracy,prog [%]
1,6,0.45947726707458497,0.14657328664332167,20.0
2,67,2.2919895638227463,0.17661766176617663,100.0
3,97,2.2328958438515665,0.22142214221422143,100.0
4,129,1.9606805235505105,0.29712971297129714,100.0
5,159,1.8582913337342442,0.33083308330833083,100.0
6,192,1.7712277219429613,0.35833583358335835,100.0
7,222,1.6952974684804678,0.3856385638563856,100.0
8,254,1.6315618695802987,0.40824082408240825,100.0
9,284,1.5803228064648807,0.42524252425242526,100.0
10,316,1.5377234025724231,0.44534453445344535,100.0
11,346,1.500022917471174,0.46094609460946095,100.0
12,378,1.466621676832717,0.47624762476247623,100.0
13,380,0.09455341388732195,0.46996996996997,6.67
14,441,1.4079422215889208,0.49704970497049705,100.0
15,471,1.3818202229596674,0.5054505450545055,100.0
16,503,1.3581125306228177,0.5156515651565157,100.0
17,533,1.3360780003627297,0.521952195219522,100.0
18,565,1.3149518785896128,0.5294529452945295,100.0
19,567,0.084567598265782,0.5435435435435435,6.67
20,628,1.2783835598121165,0.5447544754475447,100.0
21,658,1.2621745430488371,0.551055105510551,100.0
22,690,1.2470865675453562,0.5562556255625563,100.0
23,720,1.2315239699930303,0.5633563356335634,100.0
24,752,1.2180706956763285,0.570957095709571,100.0
25,782,1.2057340764456952,0.5767576757675767,100.0
26,815,1.1928806950509665,0.5822582258225822,100.0
27,845,1.181104116069415,0.5868586858685868,100.0
28,877,1.1695886716285022,0.5886588658865887,100.0
29,907,1.1602047772787365,0.5932593259325932,100.0
30,939,1.1511075664477044,0.5938593859385939,100.0
31,969,1.1411847609089425,0.5988598859885989,100.0
32,1001,1.1329199704091735,0.6005600560056006,100.0
33,1003,0.07379068467305042,0.5975975975975976,6.67
34,1064,1.1177443711009487,0.6065606560656066,100.0
35,1094,1.110730919501814,0.6105610561056105,100.0
36,1126,1.1036036262418405,0.6106610661066106,100.0
37,1156,1.098137192626804,0.6147614761476148,100.0
38,1188,1.0923439450899808,0.6176617661766176,100.0
39,1190,0.07110407514087856,0.6096096096096096,6.67
40,1251,1.0843908973185026,0.6207620762076208,100.0
41,1281,1.0801412405449111,0.6236623662366236,100.0
42,1313,1.0757384118035995,0.6254625462546255,100.0
43,1343,1.071649003135733,0.6267626762676267,100.0
44,1375,1.068008162815967,0.6294629462946295,100.0
45,1405,1.0658808186598192,0.6291629162916291,100.0
46,1438,1.0621183831971441,0.6310631063106311,100.0
47,1468,1.060592070475058,0.6345634563456346,100.0
48,1500,1.0568496885151504,0.6336633663366337,100.0
49,1530,1.0552222964883475,0.6363636363636364,100.0
50,1562,1.0530064929536445,0.6368636863686369,100.0
51,1592,1.050541674544487,0.6382638263826382,100.0
52,1625,1.0489467570810382,0.6381638163816382,100.0
53,1655,1.0479919597716962,0.6384638463846385,100.0
54,1687,1.0462031845634165,0.6387638763876388,100.0
55,1717,1.046000151923898,0.63996399639964,100.0
56,1749,1.0441897260011683,0.6420642064206421,100.0
57,1779,1.0439007997162086,0.6425642564256425,100.0
58,1811,1.0425865814149544,0.6438643864386439,100.0
59,1813,0.0659998973766109,0.6516516516516516,6.67
60,1874,1.0410087638279941,0.6428642864286429,100.0
61,1904,1.0415705879019106,0.6449644964496449,100.0
62,1936,1.0417699675867078,0.6440644064406441,100.0
63,1966,1.0413670774839021,0.6440644064406441,100.0
64,1998,1.0410035698979978,0.6451645164516452,100.0
65,2000,0.06541131070617412,0.6426426426426426,6.67
66,2061,1.0413501058542805,0.6472647264726472,100.0
67,2091,1.0436466551347978,0.6466646664666467,100.0
68,2123,1.0442469455396608,0.6466646664666467,100.0
69,2153,1.0457614585438364,0.6477647764776477,100.0
70,2185,1.0465987136458448,0.6493649364936493,100.0
71,2215,1.0472758851516617,0.648964896489649,100.0
72,2248,1.0491578934104804,0.6487648764876488,100.0
73,2278,1.0499162673471116,0.6497649764976497,100.0
74,2310,1.0518441088170067,0.6478647864786479,100.0
75,2340,1.0539955679260153,0.6491649164916492,100.0
76,2372,1.0552950656011164,0.6491649164916492,100.0
77,2402,1.0575303937843932,0.6484648464846484,100.0
78,2435,1.0583280515830886,0.6481648164816481,100.0
79,2465,1.0622798686313655,0.6483648364836484,100.0
80,2497,1.065120809455006,0.6476647664766476,100.0
81,2527,1.0689389894783845,0.647964796479648,100.0
82,2559,1.071094653117069,0.6495649564956496,100.0
83,2589,1.071536741644656,0.6472647264726472,100.0
84,2621,1.0776984886731873,0.6504650465046504,100.0
85,2623,0.0670209953907619,0.6576576576576577,6.67
86,2684,1.0834247261886805,0.6462646264626463,100.0
87,2714,1.08664741967697,0.6477647764776477,100.0
88,2746,1.0907741360573477,0.6445644564456445,100.0
89,2776,1.0939338971184158,0.6478647864786479,100.0
90,2808,1.0991870248662095,0.6455645564556456,100.0
91,2810,0.06854228074470393,0.6516516516516516,6.67
92,2871,1.1066994896335052,0.6452645264526453,100.0
93,2901,1.112225453351603,0.6446644664466447,100.0
94,2933,1.1163886819262328,0.6444644464446445,100.0
95,2963,1.1225684498211834,0.6462646264626463,100.0
96,2995,1.1250955224719295,0.6444644464446445,100.0
97,3025,1.132687833654501,0.6458645864586459,100.0
98,3058,1.1374285576127192,0.6427642764276428,100.0
99,3088,1.1437783573773879,0.6440644064406441,100.0
100,3120,1.1473538513615018,0.6462646264626463,100.0
