Round,Sim Time [s],Loss,Accuracy,prog [%]
1,49,2.299839229655266,0.15291529152915292,100.0
2,109,2.295995724463463,0.16111611161116113,100.0
3,168,inf,0,0
4,228,2.1285775988817215,0.2508250825082508,100.0
5,288,1.9231021434485913,0.309030903090309,100.0
6,348,1.7985221458464862,0.3485348534853485,100.0
7,407,1.6942857746914028,0.37903790379037905,100.0
8,467,1.6184233938589692,0.40564056405640564,100.0
9,527,1.5654452278219164,0.42564256425642566,100.0
10,586,inf,0,0
11,646,1.4978101335328073,0.45554555455545553,100.0
12,706,1.4729227091543375,0.46584658465846585,100.0
13,766,1.4492010344402864,0.47574757475747576,100.0
14,825,1.4263491827458143,0.48324832483248326,100.0
15,885,1.4044505268545822,0.49204920492049203,100.0
16,945,1.3831534248626791,0.49844984498449846,100.0
17,1004,inf,0,0
18,1064,1.3443417790850158,0.5163516351635163,100.0
19,1124,1.3257965520089259,0.5216521652165217,100.0
20,1184,1.3096924391360254,0.5289528952895289,100.0
21,1243,1.2944602667462546,0.5344534453445344,100.0
22,1303,1.2802990320538403,0.5351535153515351,100.0
23,1363,1.2658206241806271,0.5425542554255426,100.0
24,1422,1.2516502589733107,0.5471547154715471,100.0
25,1482,1.2390931257153746,0.5505550555055505,100.0
26,1542,1.2268206103881938,0.5567556755675568,100.0
27,1601,inf,0,0
28,1661,1.203530328093766,0.5668566856685668,100.0
29,1721,1.1935690873850662,0.5705570557055706,100.0
30,1781,1.1820538451200293,0.5735573557355735,100.0
31,1840,1.1728519373337534,0.5795579557955796,100.0
32,1900,1.1638501335482578,0.5832583258325833,100.0
33,1960,1.1549594007912238,0.5861586158615861,100.0
34,2019,inf,0,0
35,2079,1.1381460538054118,0.5927592759275928,100.0
36,2139,1.1311298802914243,0.5926592659265927,100.0
37,2199,1.12488591008441,0.5942594259425943,100.0
38,2258,1.1178828806435093,0.6007600760076007,100.0
39,2318,1.1116476376874693,0.6028602860286029,100.0
40,2378,1.106515914920943,0.6041604160416042,100.0
41,2437,inf,0,0
42,2497,1.0949286798094342,0.6107610761076108,100.0
43,2557,1.0911217338419177,0.6104610461046105,100.0
44,2617,1.0866027386794122,0.6107610761076108,100.0
45,2676,1.0815494086774495,0.6127612761276128,100.0
46,2736,1.0776106695388066,0.6152615261526153,100.0
47,2796,1.0751133143058573,0.6181618161816181,100.0
48,2855,inf,0,0
49,2915,1.0674132087717272,0.6213621362136214,100.0
50,2975,1.0638376742164786,0.6234623462346235,100.0
51,3035,1.0622312054771434,0.6222622262226223,100.0
52,3094,1.0583320394881732,0.6259625962596259,100.0
53,3154,1.0557462624820328,0.6255625562556255,100.0
54,3214,1.0540858514901659,0.626962696269627,100.0
55,3273,inf,0,0
56,3333,1.0508294692626439,0.6282628262826283,100.0
57,3393,1.0489074354636803,0.6304630463046305,100.0
58,3452,inf,0,0
59,3512,1.0460424969253768,0.6340634063406341,100.0
60,3572,1.044395816937709,0.6341634163416342,100.0
61,3632,1.0444317957907625,0.6346634663466346,100.0
62,3691,1.0433801642380531,0.6364636463646365,100.0
63,3751,1.0428627869962235,0.6376637663766377,100.0
64,3811,1.0419744583202295,0.6383638363836384,100.0
65,3870,inf,0,0
66,3930,1.042323921256826,0.6405640564056405,100.0
67,3990,1.042172383273588,0.6420642064206421,100.0
68,4050,1.041938364975088,0.6420642064206421,100.0
69,4109,1.043764854551957,0.6414641464146414,100.0
70,4169,1.0434424351411502,0.641964196419642,100.0
71,4229,1.0433187446031265,0.6422642264226422,100.0
72,4288,inf,0,0
73,4348,1.0458172437796625,0.6431643164316432,100.0
74,4408,1.0466737646851312,0.6433643364336433,100.0
75,4468,1.0489883863244234,0.6435643564356436,100.0
76,4527,1.0501977488494902,0.6436643664366437,100.0
77,4587,1.0526436617744495,0.6454645464546455,100.0
78,4647,1.0538955324466122,0.6449644964496449,100.0
79,4706,inf,0,0
80,4766,1.0593226018024948,0.6460646064606461,100.0
81,4826,1.0625656314066065,0.6429642964296429,100.0
82,4886,1.0638482526428208,0.645964596459646,100.0
83,4945,1.067034789184272,0.6446644664466447,100.0
84,5005,1.069486902106914,0.6444644464446445,100.0
85,5065,1.0729462456118837,0.6437643764376437,100.0
86,5124,inf,0,0
87,5184,1.0808574778133562,0.6426642664266426,100.0
88,5244,1.0833928710627947,0.6440644064406441,100.0
89,5304,1.0873258359357312,0.6436643664366437,100.0
90,5363,1.0915953240958491,0.6429642964296429,100.0
91,5423,1.0956638005172927,0.6424642464246425,100.0
92,5483,1.0979290157341035,0.6422642264226422,100.0
93,5542,1.1026313809162254,0.6444644464446445,100.0
94,5602,1.107185491878969,0.6436643664366437,100.0
95,5662,1.1112722370202435,0.6417641764176417,100.0
96,5721,inf,0,0
97,5781,1.1203913202643112,0.6412641264126413,100.0
98,5841,1.1275277073923793,0.6415641564156416,100.0
99,5901,1.1312615855734736,0.6412641264126413,100.0
